,image_name,encoder_type,encoder_args,encoder_name,num_bytes,mse,ssim,psnr
283,2.jpg,YChrDctNonTile,"(2, 2, 8)","KnockOffJpeg: YQ: 0.02, CQ: 0.16, CDiv: 8",4200,55.59553566261574,0.7199994431242046,25.290304245610574
284,2.jpg,YChrDctNonTile,"(3, 3, 8)","KnockOffJpeg: YQ: 0.03, CQ: 0.24, CDiv: 8",9576,47.35130027488426,0.7264880393501296,26.578766103567645
285,2.jpg,YChrDctNonTile,"(5, 5, 8)","KnockOffJpeg: YQ: 0.05, CQ: 0.4, CDiv: 8",27648,38.8960130931713,0.7309396160935822,27.951450112769088
286,2.jpg,YChrDctNonTile,"(7, 7, 8)","KnockOffJpeg: YQ: 0.07, CQ: 0.56, CDiv: 8",53400,34.54760669849537,0.7369277623635568,28.883287423687783
287,2.jpg,YChrDctNonTile,"(11, 11, 8)","KnockOffJpeg: YQ: 0.11, CQ: 0.88, CDiv: 8",132720,29.603677662037036,0.7581989537831321,30.13196572320461
288,2.jpg,YChrDctNonTile,"(16, 16, 8)","KnockOffJpeg: YQ: 0.16, CQ: 1.3, CDiv: 8",209040,24.956354890046295,0.7943356942514885,31.26427789234372
289,2.jpg,YChrDctNonTile,"(23, 23, 8)","KnockOffJpeg: YQ: 0.23, CQ: 1.8, CDiv: 8",309240,21.17154441550926,0.8350599635744179,32.37482212900781
290,9.jpg,YChrDctNonTile,"(0, 0, 8)","KnockOffJpeg: YQ: 0.0, CQ: 0.0, CDiv: 8",0,110.48686125578703,0.22044303765593887,-0.05028418024214153
291,9.jpg,YChrDctNonTile,"(1, 1, 8)","KnockOffJpeg: YQ: 0.01, CQ: 0.08, CDiv: 8",1008,67.38149992766203,0.8223168658150407,22.77277259049405
292,9.jpg,YChrDctNonTile,"(1, 1, 8)","KnockOffJpeg: YQ: 0.01, CQ: 0.08, CDiv: 8",1008,67.38149992766203,0.8223168658150407,22.77277259049405
293,9.jpg,YChrDctNonTile,"(2, 2, 8)","KnockOffJpeg: YQ: 0.02, CQ: 0.16, CDiv: 8",4200,45.496322337962965,0.8323009006244627,26.152950184059975
294,9.jpg,YChrDctNonTile,"(3, 3, 8)","KnockOffJpeg: YQ: 0.03, CQ: 0.24, CDiv: 8",9576,35.336656901041664,0.83870179109244,28.057615437915363
295,9.jpg,YChrDctNonTile,"(5, 5, 8)","KnockOffJpeg: YQ: 0.05, CQ: 0.4, CDiv: 8",27648,25.185997178819445,0.857048706035921,30.92194733922224
296,9.jpg,YChrDctNonTile,"(7, 7, 8)","KnockOffJpeg: YQ: 0.07, CQ: 0.56, CDiv: 8",53400,20.272496744791667,0.8681714141603821,32.56404921618358
297,9.jpg,YChrDctNonTile,"(11, 11, 8)","KnockOffJpeg: YQ: 0.11, CQ: 0.88, CDiv: 8",132720,15.320266565393519,0.8858579610424026,34.716498630186635
298,9.jpg,YChrDctNonTile,"(16, 16, 8)","KnockOffJpeg: YQ: 0.16, CQ: 1.3, CDiv: 8",209040,11.901014901620371,0.9037227333966219,36.13232288758069
299,9.jpg,YChrDctNonTile,"(23, 23, 8)","KnockOffJpeg: YQ: 0.23, CQ: 1.8, CDiv: 8",309240,9.641066984953703,0.922128994504296,37.29998178802894
300,5.jpg,YChrDctNonTile,"(0, 0, 8)","KnockOffJpeg: YQ: 0.0, CQ: 0.0, CDiv: 8",0,84.07874891493056,0.1385081415434642,1.0530019262097834
301,5.jpg,YChrDctNonTile,"(1, 1, 8)","KnockOffJpeg: YQ: 0.01, CQ: 0.08, CDiv: 8",1008,59.92939850983797,0.7136532133977713,22.8539526154694
